"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,135162034,118969331,1,5,17,"M",1,3,17,0
2019,135165821,118969333,1,5,16,"M",2,,16,0
2019,135162041,118969342,1,4,,"M",0,,,
2019,135165836,118969348,1,5,24,"F",2,,24,0
2019,135165841,118974367,1,5,18,"M",2,,18,0
2019,135162061,118969358,1,5,48,"M",2,2,48,49
2019,135162067,118974380,1,5,60,"M",1,,60,0
2019,135165860,118969369,1,5,33,"M",1,,33,0
2019,135162081,118969377,1,5,31,"M",1,,31,0
2019,135162084,118969381,1,4,,"U",0,,,
2019,135162085,118974393,1,4,,"U",0,,,
2019,135162087,118969390,1,5,28,"M",1,,28,0
2019,135165878,118969394,1,5,18,"F",1,,18,0
2019,135165884,118969400,1,4,,"U",0,,,
2019,135162105,118974405,1,5,39,"F",2,,39,0
2019,135165894,118969412,1,4,,"M",0,,,
2019,135165899,118969418,1,5,40,"F",1,,40,0
2019,135162114,118974412,1,5,40,"F",1,2,40,0
2019,135162123,118969427,1,5,50,"M",1,,50,0
2019,135162127,118969430,1,4,,"U",0,,,
2019,135165908,118969435,1,5,32,"M",1,,32,0
2019,135162134,118974417,1,4,,"M",1,3,,
2019,135162141,118974420,2,5,15,"M",2,,15,0
2019,135162140,118974420,1,5,18,"F",2,,18,0
2019,135162148,118969447,1,5,27,"M",1,2,27,0
2019,135165910,118974422,1,4,,"U",0,,,
2019,135162150,118969449,1,5,51,"M",2,,51,0
2019,135162153,118969451,1,5,36,"F",1,,36,0
2019,135165913,118974425,1,5,57,"F",1,2,57,0
2019,135162156,118969456,1,4,,"M",0,,,
2019,135162157,118969457,1,5,19,"M",2,,19,0
2019,135162162,118969461,1,4,,"M",0,,,
2019,135162166,118969467,1,5,38,"M",2,,38,0
2019,135162172,118969473,1,5,37,"F",2,,37,0
2019,135162174,118969477,1,4,,"M",0,3,,
2019,135165933,118974439,1,4,,"U",0,,,
2019,135165935,118969483,1,5,60,"F",1,,60,0
2019,135165942,118969492,1,4,,"F",2,,,
2019,135162194,118974447,1,4,,"M",0,,,
2019,135162193,118969494,1,5,34,"M",1,2,34,0
2019,135162205,118969501,1,5,38,"M",1,1,38,0
2019,135165959,118969510,1,4,,"M",2,,,
2019,135165960,118969510,2,4,,"F",2,,,
2019,135162216,118974468,1,4,,"U",0,3,,
2019,135162231,118969527,1,5,31,"M",1,2,31,0
2019,135162250,118969543,1,4,,"U",0,3,,
2019,135162258,118969549,1,5,34,"M",2,,34,0
2019,135162269,118969558,1,5,52,"M",2,,52,0
2019,135165995,118969563,1,5,21,"M",2,,21,0
2019,135166001,118969572,1,5,28,"M",1,,28,0
2019,135166002,118969572,2,5,30,"F",1,,30,0
2019,135162285,118974499,1,5,33,"M",2,,33,0
2019,135166008,118969578,1,5,29,"M",1,2,29,0
2019,135162306,118974512,1,5,19,"M",2,,19,0
2019,135166023,118974513,1,5,29,"M",1,,29,0
2019,135162313,118969598,0,,,"",,,,
2019,135166034,118969603,1,5,19,"M",1,2,19,0
2019,135166035,118974522,0,,,"",,,,
2019,135166041,118969607,1,5,22,"F",1,,22,0
2019,135162334,118974533,1,5,21,"F",1,2,21,0
2019,135162336,118974533,2,5,19,"F",1,2,19,0
2019,135162345,118969630,1,5,55,"M",0,,55,0
2019,135166066,118969639,1,5,22,"M",1,,22,0
2019,135162368,118974558,1,5,60,"M",1,2,60,0
2019,135162371,118969649,1,5,37,"M",1,,37,0
2019,135166085,118969658,1,5,41,"M",1,,41,0
2019,135162382,118974576,0,,,"",,,,
2019,135166090,118969663,1,4,,"U",0,,,
2019,135166099,118974585,1,5,59,"M",2,2,59,0
2019,135162408,118974590,1,5,19,"M",2,,19,0
2019,135162420,118969682,1,5,29,"F",1,,29,0
2019,135162427,118974604,0,,,"",,,,
2019,135142416,118966715,1,4,,"U",0,3,,
2019,135142423,118971288,2,5,38,"M",1,,38,0
2019,135142422,118971288,1,5,50,"M",1,,50,0
2019,135142432,118971296,1,4,,"U",0,,,
2019,135149003,118966723,1,5,52,"M",2,2,52,0
2019,135142459,118971319,1,5,28,"M",2,,28,0
2019,135149020,118971327,1,5,46,"M",1,,46,0
2019,135149025,118966738,1,5,36,"F",2,,36,0
2019,135142488,118966742,1,5,58,"F",1,,58,0
2019,135142496,118966746,1,5,22,"M",2,,22,0
2019,135142510,118966750,1,5,25,"M",2,,25,0
2019,135142540,118971388,1,5,18,"M",2,,18,0
2019,135142568,118971407,1,5,13,"F",2,,13,0
2019,135142579,118971416,1,5,12,"M",2,,12,0
2019,135142595,118971426,0,,,"",,,,
2019,135149076,118971439,1,5,28,"M",2,2,28,0
2019,135149103,118966797,1,5,54,"M",2,2,54,0
2019,135142630,118966800,1,5,24,"M",2,,24,0
2019,135142635,118966802,1,5,40,"M",2,2,40,0
2019,135142646,118966810,1,4,,"U",0,3,,
2019,135142655,118966814,1,5,26,"F",2,2,25,27
2019,135142675,118966817,0,,,"",,,,
2019,135142682,118966820,1,5,29,"F",2,2,29,0
2019,135149135,118966830,1,5,34,"M",2,,34,0
2019,135155677,118966832,1,5,18,"M",2,,18,0
2019,135142712,118966832,2,5,17,"M",2,,17,0
2019,135149153,118966843,1,4,,"M",2,,,
2019,135149155,118966846,1,5,47,"M",1,2,47,0
2019,135149164,118966854,0,,,"",,,,
2019,135149171,118966863,1,5,31,"F",2,,31,0
2019,135142783,118971623,1,5,40,"M",1,2,40,0
2019,135149180,118971630,0,,,"",,,,
2019,135149181,118966872,0,,,"",,,,
2019,135149183,118966873,1,5,26,"F",1,,26,0
2019,135142796,118971636,1,5,17,"M",1,,17,0
2019,135142804,118966878,1,5,21,"M",1,,21,0
2019,135142851,118966906,1,5,49,"M",1,2,49,0
2019,135149244,118966916,1,5,34,"F",1,2,34,0
2019,135142870,118966922,0,,,"",,,,
2019,135149266,118966930,1,5,27,"M",1,,27,0
2019,135142892,118971726,1,5,35,"F",2,,35,0
2019,135149284,118966947,1,5,54,"F",1,,54,0
2019,135142902,118966950,0,,,"",,,,
2019,135149293,118966956,1,4,,"M",2,,,
2019,135149312,118966971,1,5,42,"M",1,,42,0
2019,135142943,118966984,0,,,"",,,,
2019,135149329,118961326,1,5,21,"M",2,,21,0
2019,135149334,118966991,1,5,25,"M",2,2,25,0
2019,135149339,118966994,0,,,"",,,,
2019,135149350,118967007,0,,,"",,,,
2019,135142968,118967012,1,5,27,"M",2,,27,0
2019,135142969,118967012,2,5,22,"M",2,,22,0
2019,135142972,118967021,1,5,17,"M",1,,17,0
2019,135142974,118967021,3,5,17,"M",1,,17,0
2019,135142973,118967021,2,5,16,"M",2,,16,0
2019,135149370,118967027,1,5,19,"M",1,,19,0
2019,135149371,118967027,2,5,21,"M",0,,21,0
2019,135149373,118967028,2,5,22,"F",1,2,22,0
2019,135149372,118967028,1,5,27,"M",1,2,27,0
2019,135149378,118967035,1,5,8,"M",2,2,5,11
2019,135149389,118967046,1,5,16,"M",1,2,16,0
2019,135149397,118971803,1,5,39,"F",1,2,39,0
2019,135149412,118971808,1,5,18,"M",1,,18,0
2019,135149426,118967073,0,,,"",,,,
2019,135149436,118967081,1,5,26,"M",1,2,26,0
2019,135143020,118967084,1,5,41,"M",1,,41,0
2019,135143021,118967084,2,5,47,"F",1,,47,0
2019,135149443,118967087,0,,,"",,,,
2019,135143039,118967113,1,5,42,"F",2,,42,0
2019,135149471,118971841,0,,,"",,,,
2019,135149477,118967118,0,,,"",,,,
2019,135149480,118967119,1,5,32,"F",1,2,32,0
2019,135149497,118967128,1,5,13,"M",1,2,13,0
2019,135143054,118967130,1,5,32,"M",2,,32,0
2019,135143066,118967141,1,5,56,"M",1,,56,0
2019,135149523,118971875,0,,,"",,,,
2019,135143071,118967151,1,5,30,"M",2,,30,0
2019,135149528,118967155,1,5,49,"F",1,2,49,0
2019,135155711,118967160,1,5,63,"M",1,,63,0
2019,135143083,118971894,1,5,57,"M",1,2,57,0
2019,135143097,118967174,0,,,"",,,,
2019,135149566,118967184,1,5,15,"M",1,,15,0
2019,135143111,118967187,1,4,,"U",0,,,
2019,135143115,118971921,0,,,"",,,,
2019,135149572,118971923,1,4,,"U",0,,,
2019,135143124,118967196,1,5,28,"M",2,,28,0
2019,135149576,118967197,0,,,"",,,,
2019,135149585,118967203,1,5,23,"M",0,,23,0
2019,135149587,118967207,0,,,"",,,,
2019,135149595,118967211,1,4,,"U",0,,,
