"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,149210333,123335068,47,"C",20,,""
2019,149213965,123335094,7,"C",20,,""
2019,149213973,123335103,46,"C",2,,""
2019,149213986,123335111,21,"C",20,,""
2019,149213993,123335119,49,"C",19,1,"F"
2019,149210370,123335133,5,"C",25,,""
2019,149210369,123335133,14,"C",25,,""
2019,149214023,123335141,41,"C",5,,""
2019,149214025,123335144,5,"C",20,,""
2019,149214026,123335145,14,"C",20,,""
2019,149214029,123335149,45,"C",20,,""
2019,149214058,123335177,45,"C",21,,""
2019,149214080,123335192,49,"C",20,,"F"
2019,149214079,123335192,47,"C",20,,""
2019,149214085,123335197,46,"C",20,,""
2019,149210394,123330813,47,"C",20,,""
2019,149210395,123330813,49,"C",20,,"F"
2019,149214102,123335212,45,"C",20,,""
2019,149148082,123280217,14,"C",20,,""
2019,149148094,123281538,14,"C",18,,""
2019,149148093,123281538,41,"C",5,,""
2019,149148095,123281538,5,"C",18,,""
2019,149148102,123280232,46,"C",20,,""
2019,149148105,123280236,14,"A",20,,""
2019,149149622,123286559,45,"C",20,,""
2019,149149631,123286571,46,"C",47,,""
2019,149152385,123284096,49,"C",20,,"F"
2019,149149781,123286701,49,"C",20,,"N"
2019,149149795,123286717,45,"C",18,,""
2019,149149909,123284297,45,"C",25,,""
2019,149152602,123284307,47,"C",20,,""
2019,149152633,123286844,16,"C",20,,""
2019,149149989,123284345,49,"C",20,,"F"
2019,149150132,123286976,5,"A",46,,""
2019,149152755,123284454,26,"C",20,,""
2019,149152814,123287069,21,"C",13,,""
2019,149150277,123287115,21,"C",14,,""
2019,149152859,123287124,18,"C",24,,""
2019,149152872,123287137,14,"C",24,,""
2019,149150308,123287137,5,"C",24,,""
2019,149152888,123284562,45,"C",20,,""
2019,149150339,123287159,47,"C",41,,""
2019,149150402,123284598,21,"C",18,,""
2019,149156632,123288159,56,"C",31,,""
2019,149154771,123291104,51,"C",14,,""
2019,149154775,123291104,45,"C",14,,""
2019,149155786,123288945,45,"C",24,,""
2019,149155918,123289038,14,"C",18,,""
2019,149155952,123289063,5,"C",18,,""
2019,149157842,123289063,45,"C",18,,""
2019,149155951,123289063,14,"C",18,,""
2019,149157876,123289094,45,"C",13,,""
2019,149156005,123289102,23,"C",8,,""
2019,149157972,123292222,49,"A",5,,"F"
2019,149157973,123292222,5,"C",5,,""
2019,149157983,123292235,46,"C",23,,""
2019,149157982,123292235,21,"C",20,,""
2019,149156154,123292259,46,"C",20,,""
2019,149158018,123289207,49,"C",5,,"N"
2019,149206413,123325858,5,"C",18,,""
2019,149206412,123325858,14,"C",18,,""
2019,149206461,123325892,7,"C",18,,""
2019,149206465,123325897,45,"C",20,,""
2019,149203848,123325933,45,"C",24,,""
2019,149206526,123325939,5,"C",24,,""
2019,149203855,123325939,14,"C",24,,""
2019,149206540,123325952,49,"C",20,,"F"
2019,149203876,123325958,45,"C",20,,""
2019,149203959,123327748,45,"C",24,,""
2019,149203985,123326061,45,"C",38,,""
2019,149206773,123331143,5,"C",24,,""
2019,149204099,123331143,14,"C",24,,""
2019,149206776,123331146,7,"C",46,,""
2019,149204417,123331427,5,"C",46,,""
2019,149204415,123331427,14,"C",46,,""
2019,149204426,123331433,45,"C",19,,""
2019,149207199,123331433,49,"C",19,1,"F"
2019,149204992,123331882,27,"C",13,,""
2019,149204993,123331882,49,"C",13,,"N"
2019,149205048,123331927,21,"C",20,,""
2019,149149672,123286609,49,"C",20,,"F"
2019,149149751,123284173,49,"C",20,,"F"
2019,149152510,123284208,5,"C",13,,""
2019,149149797,123286719,21,"C",18,,""
2019,149152531,123286740,40,"C",14,,""
2019,149149890,123284289,14,"C",38,,""
2019,149152593,123286801,45,"C",20,,""
2019,149149930,123286811,7,"C",18,,""
2019,149149959,123286830,21,"C",13,,""
2019,149150042,123284377,5,"C",20,,""
2019,149150081,123284402,45,"C",25,,""
2019,149152723,123284426,45,"C",18,,""
2019,149152737,123286973,20,"A",20,,""
2019,149152744,123284441,5,"C",13,,""
2019,149150146,123286988,46,"C",20,,""
2019,149150145,123286988,45,"C",20,,""
2019,149152757,123284449,16,"C",20,,""
2019,149150169,123284462,14,"C",13,,""
2019,149152779,123284469,45,"C",20,,""
2019,149152781,123284469,11,"C",20,,""
2019,149150184,123284475,5,"C",18,,""
2019,149150246,123287074,47,"C",8,,""
2019,149152818,123284509,5,"C",20,,""
2019,149152886,123287148,45,"C",16,,""
2019,149150337,123287161,5,"C",18,,""
2019,149150449,123287244,14,"C",18,,""
2019,149150498,123284684,14,"C",18,,""
2019,149153059,123287311,14,"C",18,,""
2019,149194274,123322249,39,"C",18,,""
2019,149194335,123322292,5,"C",24,,""
2019,149194344,123322296,36,"C",14,,""
2019,149194466,123322402,45,"C",20,,""
2019,149194530,123322440,16,"C",13,,""
2019,149196866,123322523,5,"C",20,,""
2019,149196865,123322523,49,"C",20,,"F"
2019,149194706,123322589,46,"C",12,,""
2019,149196960,123319037,46,"C",2,,""
2019,149194738,123322622,14,"C",20,,""
2019,149194807,123322663,45,"C",21,,""
2019,149194860,123322700,45,"C",18,,""
2019,149197114,123319174,45,"C",20,,""
2019,149197192,123322789,11,"A",20,,""
2019,149197197,123322793,5,"C",25,,""
2019,149195167,123322982,5,"C",18,,""
2019,149195179,123322995,49,"C",24,,"F"
2019,149195180,123322995,5,"C",20,,""
2019,149195241,123323041,27,"C",20,,""
2019,149195242,123323041,51,"C",20,,""
2019,149197472,123323052,14,"C",18,,""
2019,149195370,123323136,7,"C",13,,""
2019,149197590,123323143,45,"C",21,,""
2019,149195428,123323183,45,"C",18,,""
2019,149195431,123323185,49,"C",20,,"N"
2019,149195430,123323185,44,"C",20,,""
2019,149197754,123323249,5,"C",20,,""
2019,149197753,123323249,14,"C",20,,""
2019,149197768,123323251,14,"C",25,,""
2019,149195503,123323251,5,"C",18,,""
2019,149197842,123323300,14,"C",18,,""
2019,149195577,123319741,45,"C",24,,""
2019,149197885,123323315,5,"C",20,,""
2019,149197884,123323315,14,"C",20,,""
2019,149195599,123323325,5,"A",38,,""
2019,149195615,123323337,21,"C",13,,""
2019,149195628,123323351,14,"C",18,,""
2019,149197938,123323351,5,"C",18,,""
2019,149197944,123323357,5,"C",15,,""
2019,149197941,123323357,14,"C",15,,""
2019,149195693,123319873,5,"C",20,,""
2019,149195691,123319873,14,"C",20,,""
2019,149195692,123319873,45,"C",20,,""
2019,149195727,123323436,5,"C",18,,""
2019,149195746,123323445,14,"C",18,,""
2019,149195760,123319948,5,"C",13,,""
2019,149198153,123319970,45,"A",25,,""
2019,149198208,123320019,5,"C",16,,""
2019,149195814,123320019,45,"C",20,,""
2019,149195815,123320019,49,"C",20,,"N"
2019,149198281,123320070,14,"C",20,,""
2019,149198292,123320081,5,"C",20,,""
2019,149198584,123323708,5,"C",20,,""
2019,149198713,123323793,14,"C",24,,""
2019,149198715,123323793,5,"C",24,,""
2019,149201208,123323804,7,"C",20,,""
2019,149198757,123323815,5,"C",46,,""
2019,149198756,123323815,14,"C",46,,""
2019,149201259,123320493,49,"C",20,,"F"
2019,149199137,123324042,14,"C",46,,""
2019,149201491,123324042,5,"C",46,,""
2019,149199149,123324050,45,"C",20,,""
2019,149199160,123320769,7,"C",18,,""
2019,149199268,123320848,45,"C",46,,""
2019,149199289,123324135,45,"C",14,,""
2019,149201627,123324150,63,"C",20,,""
2019,149199399,123320967,14,"C",20,,""
2019,149199400,123320967,5,"C",20,,""
2019,149201750,123324237,5,"C",18,,""
2019,149201940,123326166,21,"C",18,,""
2019,149199650,123324408,41,"C",5,,""
2019,149199651,123324408,14,"C",18,,""
2019,149199776,123324509,45,"C",46,,""
2019,149202067,123326277,49,"C",20,,"F"
2019,149199778,123326277,21,"C",25,,""
2019,149199780,123326277,5,"C",20,,""
2019,149199779,123326277,11,"C",29,,""
2019,149199793,123324526,21,"C",1,,""
2019,149199820,123326312,5,"A",18,,""
2019,149202169,123326356,5,"C",24,,""
2019,149202168,123326356,14,"C",24,,""
2019,149199896,123324600,45,"C",24,,""
2019,149202240,123326432,14,"C",41,,""
2019,149202244,123326439,14,"C",18,,""
2019,149202245,123326439,5,"C",18,,""
2019,149200018,123324675,5,"C",14,,""
2019,149202304,123324707,49,"C",20,,"F"
2019,149202324,123324735,14,"C",20,,""
2019,149202361,123324760,21,"C",20,,""
2019,149202504,123324870,5,"C",20,,""
2019,149200210,123324880,36,"C",20,,""
2019,149202539,123324902,5,"C",24,,""
2019,149202537,123324902,14,"C",24,,""
2019,149200253,123324917,7,"C",18,,""
2019,149202619,123324961,41,"C",8,,""
2019,149202625,123326685,5,"C",20,,""
2019,149200332,123326702,5,"C",20,,""
2019,149202661,123324993,44,"C",20,,""
2019,149202769,123325081,45,"C",46,,""
2019,149202827,123325125,14,"C",20,,""
2019,149200475,123325149,7,"C",20,,""
2019,149202899,123325182,14,"C",18,,""
2019,149202900,123325182,5,"C",18,,""
2019,149202908,123325188,14,"C",20,,""
2019,149202909,123325188,5,"C",20,,""
2019,149202939,123325213,49,"C",20,,"N"
2019,149202965,123325234,5,"C",20,,""
2019,149202964,123325234,14,"C",20,,""
2019,149200602,123325311,5,"C",20,,""
2019,149203072,123325314,45,"C",46,,""
2019,149203115,123325357,21,"C",20,,""
2019,149200697,123325361,45,"C",25,,""
2019,149203128,123325361,36,"C",25,,""
2019,149200733,123327028,14,"C",24,,""
2019,149200734,123327028,5,"C",24,,""
2019,149200743,123325390,21,"C",13,,""
2019,149200744,123325393,51,"C",20,,""
2019,149203227,123325440,41,"C",2,,""
2019,149203226,123325440,45,"C",2,,""
2019,149200789,123325440,11,"C",2,,""
2019,149214119,123335223,45,"C",20,,""
2019,149214122,123335225,21,"C",13,,""
2019,149214127,123335230,36,"C",14,,""
2019,149214132,123335233,45,"C",20,,""
2019,149214155,123335254,49,"C",20,,"F"
2019,149214165,123335263,14,"C",46,,""
2019,149214166,123335263,5,"C",46,,""
2019,149214182,123335278,5,"C",46,,""
2019,149214188,123335283,45,"C",24,,""
2019,149214203,123335294,14,"C",20,,""
2019,149214204,123335294,5,"C",20,,""
2019,149214209,123335299,21,"C",18,,""
2019,149214215,123335305,41,"C",8,,""
2019,149214232,123335321,45,"C",20,,""
2019,149214248,123335336,5,"C",13,,""
2019,149162775,123290248,40,"C",5,,""
2019,149162794,123290259,18,"C",25,,""
2019,149159263,123290259,45,"C",20,,""
2019,149159262,123290259,63,"C",12,,""
2019,149159325,123290306,5,"C",18,,""
2019,149162881,123290315,2,"C",23,,""
2019,149159372,123290348,21,"C",18,,""
2019,149163005,123293705,5,"C",18,,""
2019,149159433,123293705,14,"C",18,,""
2019,149159526,123290460,21,"C",18,,""
2019,149163161,123293835,45,"C",5,,""
2019,149163233,123290510,5,"C",24,,""
2019,149159646,123293946,5,"C",13,,""
2019,149159667,123290578,14,"C",13,,""
2019,149159668,123290578,5,"C",13,,""
2019,149163355,123293980,45,"A",24,,""
2019,149159705,123290608,5,"C",18,,""
2019,149159720,123294022,49,"C",20,,"N"
2019,149163511,123290699,45,"C",20,,""
2019,149163566,123294128,5,"C",13,,""
2019,149163622,123290767,14,"C",13,,""
2019,149163660,123290798,16,"C",20,,""
2019,149159899,123290798,28,"C",20,,""
2019,149163661,123290798,39,"C",20,,""
2019,149159915,123290809,49,"C",20,,"F"
2019,149159930,123290821,49,"C",20,,"F"
2019,149163775,123294289,11,"C",24,,""
2019,149163783,123290874,5,"C",20,,""
2019,149159992,123290887,5,"C",20,,""
2019,149163841,123290908,5,"C",20,,""
2019,149160062,123290942,14,"C",13,,""
2019,149164325,123294715,5,"C",20,,""
2019,149160488,123294715,51,"C",20,,""
2019,149160546,123296289,14,"C",18,,""
2019,149164938,123295204,14,"C",13,,""
2019,149164939,123295204,21,"C",13,,""
2019,149164953,123295214,49,"C",20,,"F"
2019,149165005,123296675,14,"C",13,,""
2019,149165129,123296815,14,"C",5,,""
2019,149165130,123296815,5,"C",5,,""
2019,149165151,123296851,49,"C",22,,"F"
2019,149166340,123296899,14,"C",18,,""
2019,149165272,123296942,45,"C",20,,""
2019,149166473,123296994,16,"C",13,,""
2019,149166526,123295586,36,"C",20,,""
2019,149165531,123297119,5,"C",18,,""
2019,149165530,123297119,14,"C",18,,""
2019,149166635,123297132,14,"C",18,,""
2019,149165633,123297170,5,"C",18,,""
2019,149166692,123297170,14,"C",18,,""
2019,149166710,123297183,21,"C",18,,""
2019,149167344,123301346,16,"C",13,,""
2019,149171472,123297670,21,"C",13,,""
2019,149171557,123297719,5,"C",20,,""
2019,149183523,123307386,45,"C",6,,""
2019,149183524,123307386,49,"C",6,,"F"
2019,149183700,123312190,5,"C",18,,""
2019,149183699,123312190,14,"C",18,,""
2019,149152358,123286565,14,"C",13,,""
2019,149152379,123286576,7,"C",18,,""
2019,149152431,123286628,14,"C",18,,""
2019,149149711,123286639,45,"C",25,,""
2019,149149785,123286705,21,"C",14,,""
2019,149149849,123284248,45,"C",20,,""
2019,149149863,123286758,5,"C",24,,""
2019,149149862,123286758,49,"C",24,,"F"
2019,149149887,123286779,2,"C",20,,""
2019,149149883,123286780,14,"C",18,,""
2019,149149894,123286787,14,"C",14,,""
2019,149150040,123286890,14,"C",13,,""
2019,149150197,123287034,49,"C",20,,"F"
2019,149150226,123287060,14,"C",18,,""
2019,149152819,123287080,21,"C",20,,""
2019,149152825,123287087,45,"A",7,,""
2019,149150442,123284644,14,"C",25,,""
2019,149152970,123284644,5,"C",25,,""
2019,149150474,123287268,14,"C",46,,""
2019,149152998,123287268,5,"C",46,,""
2019,149150513,123287292,41,"C",20,,""
2019,149150601,123284777,45,"C",24,,""
2019,149153269,123287446,49,"C",20,,"F"
2019,149153277,123287455,5,"C",13,,""
2019,149153294,123284912,45,"C",10,,""
2019,149153298,123284924,14,"C",20,,""
2019,149150790,123284968,5,"C",18,,""
2019,149150788,123284968,40,"A",18,,""
2019,149153346,123287506,14,"C",46,,""
2019,149150799,123287506,5,"C",46,,""
2019,149153399,123287546,45,"C",20,,""
2019,149150919,123287613,14,"C",20,,""
2019,149153499,123285088,45,"C",24,,""
2019,149153582,123287664,45,"C",12,,""
2019,149153607,123285174,5,"C",20,,""
2019,149153640,123287692,5,"C",41,,""
2019,149155727,123288909,16,"C",18,,""
2019,149155775,123291954,5,"C",18,,""
2019,149155774,123291954,14,"C",18,,""
2019,149155772,123291954,41,"C",23,,""
2019,149155831,123291998,49,"C",20,,"F"
2019,149155832,123291998,5,"C",20,,""
2019,149155876,123289011,21,"C",13,,""
2019,149157813,123289042,14,"C",18,,""
2019,149157814,123289042,5,"C",18,,""
2019,149155948,123292096,49,"C",20,,"F"
2019,149155989,123289090,49,"C",20,,"F"
2019,149155988,123289090,47,"C",20,,""
2019,149157879,123289098,49,"C",20,,"N"
2019,149157888,123292137,14,"C",18,,""
2019,149157931,123289144,14,"C",18,,""
2019,149157932,123289144,5,"C",18,,""
2019,149158076,123289257,45,"C",21,,""
2019,149161300,123292384,14,"C",20,,""
2019,149158190,123289339,63,"C",2,,""
2019,149161448,123292513,45,"C",35,,""
2019,149158278,123292518,46,"C",2,,""
2019,149158277,123292518,11,"C",2,,""
2019,149158330,123292575,21,"C",18,,""
2019,149158337,123292586,14,"C",13,,""
2019,149158339,123292586,5,"C",13,,""
2019,149158361,123289481,5,"C",5,,""
2019,149158360,123289481,27,"C",13,,""
2019,149158402,123289517,21,"C",20,,""
2019,149158403,123289517,49,"C",20,,"F"
2019,149161637,123292646,14,"C",24,,""
2019,149161640,123292646,5,"C",24,,""
2019,149161676,123292670,5,"C",5,,""
2019,149161675,123292670,14,"C",5,,""
2019,149161740,123292731,2,"A",8,,""
2019,149158524,123289618,14,"C",18,,""
2019,149158525,123289618,5,"C",18,,""
2019,149162117,123293017,5,"C",18,,""
2019,149162116,123293017,14,"C",18,,""
2019,149162129,123293027,14,"C",20,,""
2019,149162130,123293027,5,"C",20,,""
2019,149158820,123289863,5,"C",24,,""
2019,149162220,123289877,7,"C",18,,""
2019,149162239,123293101,41,"C",5,,""
2019,149162249,123289891,46,"C",20,,""
2019,149162333,123289939,45,"C",20,,""
2019,149158916,123293197,5,"C",20,,""
2019,149162369,123293207,49,"C",20,,"N"
2019,149158951,123293240,5,"C",15,,""
2019,149158950,123293240,14,"C",15,,""
2019,149158975,123289998,49,"C",20,,"F"
2019,149158986,123290012,5,"C",18,,""
2019,149162503,123293298,16,"C",13,,""
2019,149162571,123293353,45,"C",20,,""
2019,149159051,123293357,45,"C",20,,""
2019,149159109,123290130,49,"C",20,,"N"
2019,149162723,123290201,5,"C",18,,""
2019,149162950,123293650,49,"C",20,,"F"
2019,149162964,123290366,5,"C",20,,""
2019,149159434,123293708,2,"C",20,,""
2019,149159454,123293738,2,"C",5,,""
2019,149163089,123290430,51,"C",15,,""
2019,149163100,123290433,49,"C",20,,"F"
2019,149163098,123290433,47,"C",20,,""
2019,149163128,123290447,2,"C",47,,""
2019,149163165,123290472,40,"A",13,,""
2019,149163210,123290493,14,"C",24,,""
2019,149163211,123290493,5,"C",24,,""
2019,149163268,123290527,14,"C",18,,""
2019,149163269,123290527,5,"C",18,,""
2019,149163293,123290549,5,"C",20,,""
2019,149163354,123290594,5,"C",18,,""
2019,149163387,123290615,14,"C",24,,""
2019,149159710,123290615,5,"C",24,,""
2019,149159789,123294082,51,"C",20,,""
2019,149163527,123294103,5,"C",46,,""
2019,149159814,123294103,49,"C",46,,"F"
2019,149159851,123294145,49,"C",20,,"F"
2019,149159853,123294145,5,"C",20,,""
2019,149163673,123290803,14,"C",5,,""
2019,149159912,123290803,5,"C",5,,""
2019,149163686,123294216,45,"C",20,,""
2019,149163703,123294233,45,"C",3,,""
2019,149163715,123290822,47,"C",20,,""
2019,149163714,123290822,41,"C",2,,""
2019,149163717,123294245,5,"C",20,,""
2019,149163769,123294285,7,"C",20,,""
2019,149163863,123294356,47,"C",7,,""
2019,149163864,123294356,41,"C",7,,""
2019,149163875,123294359,45,"C",25,,""
2019,149160035,123294359,46,"C",47,,""
2019,149160044,123290928,51,"C",46,,""
2019,149160047,123290930,40,"C",13,,""
2019,149149424,123286418,5,"C",25,,""
2019,149149422,123286418,49,"C",25,,"F"
2019,149149421,123286418,45,"C",16,,""
2019,149149438,123286427,5,"C",18,,""
2019,149149437,123286427,14,"C",18,,""
2019,149149443,123286430,47,"C",14,,""
2019,149152073,123283820,45,"C",7,,""
2019,149152140,123283876,21,"C",13,,""
2019,149152161,123283893,14,"C",20,,""
2019,149152176,123286480,45,"C",20,,""
2019,149152194,123286490,14,"C",18,,""
2019,149149534,123286511,45,"C",20,,""
2019,149152267,123286516,41,"C",2,,""
2019,149149567,123284027,49,"A",20,,"N"
2019,149149575,123286528,41,"C",47,,""
2019,149149613,123284071,5,"C",21,,""
2019,149152350,123284071,14,"C",21,,""
2019,149149633,123284091,49,"C",8,,"N"
2019,149149663,123286600,49,"C",20,,"N"
2019,149149707,123286635,21,"C",20,,""
2019,149152437,123286643,14,"C",18,,""
2019,149152438,123286643,5,"C",18,,""
2019,149152490,123284192,49,"C",20,,"N"
2019,149152524,123286732,14,"C",18,,""
2019,149152564,123286765,45,"C",13,,""
2019,149152568,123286768,21,"C",13,,""
2019,149149945,123286822,28,"C",25,,""
2019,149152694,123284397,5,"C",18,,""
2019,149152765,123287003,21,"C",14,,""
2019,149150186,123284474,49,"C",20,,"N"
2019,149150202,123287038,45,"C",18,,""
2019,149150200,123287038,11,"C",18,,""
2019,149152802,123287049,5,"C",13,,""
2019,149150281,123287105,45,"C",20,,""
2019,149150283,123287109,45,"C",20,,""
2019,149152949,123287223,14,"C",20,,""
2019,149150533,123284709,5,"C",18,,""
2019,149150532,123284709,14,"C",18,,""
2019,149150556,123287328,16,"C",13,,""
2019,149150669,123284854,49,"C",12,,"N"
2019,149150670,123284854,23,"C",12,,""
2019,149150680,123287419,36,"C",20,,""
2019,149150684,123284870,46,"C",2,,""
2019,149153256,123284888,45,"C",18,,""
2019,149150853,123287553,5,"C",13,,""
2019,149150961,123287645,5,"C",20,,""
2019,149150974,123287659,45,"C",25,,""
2019,149150985,123287669,2,"C",8,,""
2019,149153596,123285166,20,"C",20,,""
2019,149154750,123288158,45,"C",24,,""
2019,149155827,123288978,14,"C",13,,""
2019,149155941,123289059,45,"C",18,,""
2019,149155940,123289059,14,"C",18,,""
2019,149156015,123289111,45,"C",11,,""
2019,149156050,123292165,51,"C",20,,""
2019,149156051,123292165,5,"C",13,,""
2019,149157924,123292177,41,"C",12,,""
2019,149156062,123292177,14,"C",18,,""
2019,149157971,123292219,14,"C",13,,""
2019,149156128,123289179,21,"C",18,,""
2019,149158013,123289203,45,"C",41,,""
2019,149159266,123290256,5,"C",4,,""
2019,149162819,123290273,14,"C",20,,""
2019,149159299,123293570,5,"C",25,,""
2019,149162830,123293570,21,"A",25,,""
2019,149159298,123293570,45,"C",25,,""
2019,149162853,123290303,47,"C",5,,""
2019,149162937,123293641,5,"C",24,,""
2019,149162936,123293641,14,"C",24,,""
2019,149162954,123293657,45,"C",20,,""
2019,149159425,123290383,45,"C",20,,""
2019,149163031,123293724,45,"C",18,,""
2019,149163067,123293758,14,"C",18,,""
2019,149163068,123293758,5,"C",18,,""
2019,149163120,123290439,45,"C",8,,""
2019,149163132,123293812,45,"C",18,,""
2019,149163179,123293850,14,"C",18,,""
2019,149159587,123293900,2,"C",2,,""
