"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
206042018,20604,2018,"WA0030500","WA0030500","","N","N",,"I","WEST RICHLAND","WEST RICHLAND PD","West Richland","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",15012,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,0,18,1,4,5,0,0,01-AUG-04,01-SEP-11,01-SEP-11,01-AUG-18,01-FEB-13,01-FEB-13,"N","BENTON","Kennewick-Richland, WA","Y","Y","Y"
206052018,20605,2018,"WA0040000","WA0040000","","N","N",,"I","CHELAN","CHELAN CO SO WENATCHEE","Chelan","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",43217,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",57,6,63,3,14,17,0,0,01-AUG-04,01-NOV-10,01-NOV-10,01-AUG-18,01-JAN-13,01-JAN-13,"N","CHELAN","Wenatchee, WA","Y","Y","Y"
206072018,20607,2018,"WA0040400","WA0040400","","N","N",,"I","WENATCHEE","WENATCHEE PD","Wenatchee","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",34169,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",37,2,39,3,8,11,0,0,01-AUG-04,01-JUN-12,01-JUL-12,01-AUG-18,01-JAN-13,01-JAN-13,"N","CHELAN","Wenatchee, WA","Y","Y","Y"
206082018,20608,2018,"WA0050000","WA0050000","","N","N",,"I","CLALLAM","CLALLAM CO SO PORT ANGELES","Clallam","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",45305,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",33,1,34,3,7,10,0,0,01-AUG-04,01-JAN-11,01-APR-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLALLAM","Non-MSA","Y","Y","Y"
206092018,20609,2018,"WA0050100","WA0050100","","N","N",,"I","PORT ANGELES","PORT ANGELES PD","Port Angeles","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",19992,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",28,7,35,4,18,22,0,0,01-AUG-04,01-JAN-11,01-MAR-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLALLAM","Non-MSA","Y","Y","Y"
206102018,20610,2018,"WA0050200","WA0050200","","N","N",,"I","FORKS","FORKS PD","Forks","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",3874,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",4,4,8,1,2,3,0,0,01-AUG-04,01-APR-10,01-APR-10,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLALLAM","Non-MSA","Y","Y","Y"
206112018,20611,2018,"WA0050300","WA0050300","","N","N",,"I","SEQUIM","SEQUIM PD","Sequim","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",7183,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,1,16,4,3,7,0,0,01-AUG-04,01-JAN-11,01-MAR-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLALLAM","Non-MSA","Y","Y","Y"
206132018,20613,2018,"WA0060000","WA0060000","","N","N",,"I","CLARK","CLARK CO SO VANCOUVER","Clark","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",233495,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",132,13,145,9,80,89,0,0,01-AUG-04,01-JAN-12,01-JAN-12,01-FEB-19,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206142018,20614,2018,"WA0060100","WA0060100","","N","N",,"I","BATTLE GROUND","BATTLE GROUND PD","Battle Ground","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",21002,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",21,0,21,3,4,7,0,0,01-AUG-04,01-APR-11,01-APR-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206152018,20615,2018,"WA0060200","WA0060200","","N","N",,"I","CAMAS","CAMAS PD","Camas","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",23865,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,0,23,3,4,7,0,0,01-AUG-04,01-JAN-12,01-JUN-12,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206162018,20616,2018,"WA0060300","WA0060300","","N","N",,"I","VANCOUVER","VANCOUVER PD","Vancouver","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",177580,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",179,12,191,26,41,67,0,0,01-AUG-04,01-JAN-12,01-JUN-12,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206172018,20617,2018,"WA0060400","WA0060400","","N","N",,"I","WASHOUGAL","WASHOUGAL PD","Washougal","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",15949,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",19,3,22,2,2,4,0,0,01-AUG-04,01-JAN-12,01-JUN-12,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206182018,20618,2018,"WA0060500","WA0060500","","N","N",,"I","RIDGEFIELD","RIDGEFIELD PD","Ridgefield","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",8552,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,1,1,2,0,0,01-AUG-04,01-AUG-09,01-AUG-09,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206192018,20619,2018,"WA0060600","WA0060600","","N","N",,"I","LA CENTER","LA CENTER PD","La Center","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",3258,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,0,2,2,0,0,01-AUG-04,01-SEP-09,01-SEP-09,01-FEB-19,01-JAN-13,01-JAN-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206202018,20620,2018,"WA0061000","WA0061000","","N","N",,"I","WA STATE UNIV: VANCOUVER","WASH STATE UNIVERSITY PD - VANCOUVER CAMPUS","Washington State University:","Vancouver","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","University or College",0,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,1,3,1,2,3,0,0,01-AUG-04,01-SEP-09,01-SEP-09,01-AUG-19,01-FEB-13,01-FEB-13,"N","CLARK","Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206212018,20621,2018,"WA0070000","WA0070000","","N","N",,"I","COLUMBIA","COLUMBIA CO SO DAYTON","Columbia","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",4057,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,0,10,0,0,0,0,0,01-AUG-04,01-JAN-12,01-JAN-12,01-AUG-18,01-JAN-13,01-JAN-13,"N","COLUMBIA","Non-MSA","Y","Y","Y"
206232018,20623,2018,"WA0080000","WA0080000","","N","N",,"I","COWLITZ","COWLITZ CO SO KELSO","Cowlitz","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",46989,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",38,1,39,3,9,12,0,0,01-AUG-04,01-MAY-10,01-MAY-10,01-AUG-18,01-JAN-13,01-JAN-13,"N","COWLITZ","Longview, WA","Y","Y","Y"
206242018,20624,2018,"WA0080100","WA0080100","","N","N",,"I","KELSO","KELSO PD","Kelso","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",12164,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",25,0,25,1,4,5,0,0,01-AUG-04,01-JUN-11,01-JUN-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","COWLITZ","Longview, WA","Y","Y","Y"
206252018,20625,2018,"WA0080200","WA0080200","","N","N",,"I","LONGVIEW","LONGVIEW PD","Longview","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",37720,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",54,2,56,6,10,16,0,0,01-AUG-04,01-MAY-10,01-MAY-10,01-AUG-18,01-JAN-13,01-JAN-13,"N","COWLITZ","Longview, WA","Y","Y","Y"
206262018,20626,2018,"WA0080300","WA0080300","","N","N",,"I","CASTLE ROCK","CASTLE ROCK PD","Castle Rock","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",2251,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,1,1,0,0,01-AUG-04,01-APR-11,01-APR-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","COWLITZ","Longview, WA","Y","Y","Y"
206272018,20627,2018,"WA0080400","WA0080400","","N","N",,"I","KALAMA","KALAMA PD","Kalama","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",2737,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,1,1,2,0,0,01-AUG-04,01-JUL-09,01-NOV-09,01-AUG-18,01-JAN-13,01-JAN-13,"N","COWLITZ","Longview, WA","Y","Y","Y"
206282018,20628,2018,"WA0080500","WA0080500","","N","N",,"I","WOODLAND","WOODLAND PD","Woodland","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",6228,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,2,2,0,0,01-AUG-04,01-FEB-11,01-FEB-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","CLARK; COWLITZ","Longview, WA; Portland-Vancouver-Hillsboro, OR-WA","Y","Y","Y"
206292018,20629,2018,"WA0090000","WA0090000","","N","N",,"I","DOUGLAS","DOUGLAS CO SO WATERVILLE","Douglas","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",28332,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",28,0,28,0,6,6,0,0,01-AUG-04,01-NOV-11,01-JAN-12,01-AUG-18,01-JAN-13,01-JAN-13,"N","DOUGLAS","Wenatchee, WA","Y","Y","Y"
206302018,20630,2018,"WA0090200","WA0090200","","N","N",,"I","EAST WENATCHEE","EAST WENATCHEE PD","East Wenatchee","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",14097,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",20,0,20,1,3,4,0,0,01-AUG-04,01-DEC-11,01-DEC-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","DOUGLAS","Wenatchee, WA","Y","Y","Y"
206322018,20632,2018,"WA0100000","WA0100000","","N","N",,"I","FERRY","FERRY CO SO REPUBLIC","Ferry","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",6569,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,10,17,1,8,9,0,0,01-AUG-04,01-NOV-11,01-NOV-11,01-FEB-19,01-JAN-13,01-JAN-13,"N","FERRY","Non-MSA","Y","Y","Y"
206342018,20634,2018,"WA0110000","WA0110000","","N","N",,"I","FRANKLIN","FRANKLIN CO SO PASCO","Franklin","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",14180,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",25,36,61,2,18,20,0,0,01-AUG-04,01-JAN-11,01-APR-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","FRANKLIN","Kennewick-Richland, WA","Y","Y","Y"
206352018,20635,2018,"WA0110100","WA0110100","","N","N",,"I","CONNELL","CONNELL PD","Connell","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",5765,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,1,1,0,0,01-AUG-04,01-OCT-09,01-OCT-09,01-AUG-18,01-MAR-13,01-MAR-13,"N","FRANKLIN","Kennewick-Richland, WA","Y","Y","Y"
206362018,20636,2018,"WA0110200","WA0110200","","N","N",,"I","PASCO","PASCO PD","Pasco","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",74582,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",75,1,76,3,8,11,0,0,01-AUG-04,01-JAN-11,01-JAN-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","FRANKLIN","Kennewick-Richland, WA","Y","Y","Y"
206372018,20637,2018,"WA0120000","WA0120000","","N","N",,"I","GARFIELD","GARFIELD CO SO POMEROY","Garfield","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",2212,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,1,8,0,5,5,0,0,01-AUG-04,01-AUG-11,01-AUG-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
206392018,20639,2018,"WA0130000","WA0130000","","N","N",,"I","GRANT","GRANT CO SO EPHRATA","Grant","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","County",43772,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",50,42,92,2,27,29,0,0,01-AUG-04,01-DEC-11,01-DEC-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","GRANT","Non-MSA","Y","Y","Y"
206402018,20640,2018,"WA0130100","WA0130100","","N","N",,"I","EPHRATA","EPHRATA PD","Ephrata","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",8062,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,1,3,4,0,0,01-AUG-04,01-JUL-11,01-JUL-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","GRANT","Non-MSA","Y","Y","Y"
206412018,20641,2018,"WA0130200","WA0130200","","N","N",,"I","MOSES LAKE","MOSES LAKE PD","Moses Lake","","A",53,"Washington","WA","WA","9","Pacific","4","West","Region IV","City",23763,23398,"WAUCR0001","Washington Association of Sheriffs and Police Chiefs Uniform Crime Reporting Program Criminal Justice Information Support","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",35,2,37,1,6,7,0,0,01-AUG-04,01-AUG-11,01-AUG-11,01-AUG-18,01-JAN-13,01-JAN-13,"N","GRANT","Non-MSA","Y","Y","Y"
