"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
95342019,9534,2019,"MO0130700","MO0130700","","N","N",,"I","POLO","POLO","Polo","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",532,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-OCT-05,01-JUN-17,01-JUN-17,01-MAR-19,01-JUL-17,01-JUL-17,"N","CALDWELL","Kansas City, MO-KS","Y","Y","Y"
95412019,9541,2019,"MO0150000","MO0150000","","N","N",,"I","CAMDEN","CAMDEN","Camden","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",36589,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",47,16,63,7,23,30,0,0,01-OCT-05,01-FEB-19,01-FEB-19,01-FEB-19,01-FEB-19,01-FEB-19,"N","CAMDEN","Non-MSA","Y","Y","Y"
95422019,9542,2019,"MO0150100","MO0150100","","N","N",,"I","CAMDENTON","CAMDENTON","Camdenton","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",4138,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,0,15,2,3,5,0,0,01-OCT-05,01-OCT-16,01-OCT-16,01-FEB-19,01-NOV-16,01-NOV-16,"N","CAMDEN","Non-MSA","Y","Y","Y"
95432019,9543,2019,"MO0150200","MO0150200","","N","N",,"I","OSAGE BEACH","OSAGE BEACH","Osage Beach","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",4598,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,0,17,3,4,7,0,0,01-OCT-05,01-MAR-19,01-MAR-19,01-MAR-19,01-MAR-19,01-MAR-19,"N","MILLER; CAMDEN","Non-MSA","Y","Y","Y"
95542019,9554,2019,"MO0180000","MO0180000","","N","N",,"S","CARTER","CARTER","Carter","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",4784,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,2,10,0,4,4,0,0,01-OCT-05,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,"N","CARTER","Non-MSA","Y","Y","Y"
95592019,9559,2019,"MO0190100","MO0190100","","N","N",,"I","ARCHIE","ARCHIE","Archie","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",1210,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-OCT-05,01-JUN-17,01-JUN-17,01-FEB-19,01-JUL-17,01-JUL-17,"N","CASS","Kansas City, MO-KS","Y","Y","Y"
95602019,9560,2019,"MO0190200","MO0190200","","N","N",,"I","BELTON","BELTON","Belton","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",23657,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",33,12,45,3,9,12,0,0,01-OCT-05,01-APR-18,01-APR-18,01-JAN-19,18-APR-18,18-APR-18,"N","CASS","Kansas City, MO-KS","Y","Y","Y"
95622019,9562,2019,"MO0190400","MO0190400","","N","N",,"I","HARRISONVILLE","HARRISONVILLE","Harrisonville","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",10095,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",21,0,21,2,8,10,0,0,01-OCT-05,01-FEB-18,01-FEB-18,01-MAR-19,01-FEB-18,01-FEB-18,"N","CASS","Kansas City, MO-KS","Y","Y","Y"
95832019,9583,2019,"MO0220200","MO0220200","","N","N",,"I","NIXA","NIXA","Nixa","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",22235,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,3,34,4,3,7,0,0,01-OCT-05,01-DEC-19,01-DEC-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","CHRISTIAN","Springfield, MO","Y","Y","Y"
95942019,9594,2019,"MO0240400","MO0240400","","N","N",,"I","GLADSTONE","GLADSTONE","Gladstone","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",27553,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",38,1,39,7,15,22,0,0,01-OCT-05,01-JUL-10,01-JUL-10,01-FEB-19,01-MAR-13,01-MAR-13,"N","CLAY","Kansas City, MO-KS","Y","Y","Y"
95972019,9597,2019,"MO0240700","MO0240700","","N","N",,"I","NORTH KANSAS CITY","NORTH KANSAS CITY","North Kansas City","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",4573,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",34,3,37,5,8,13,0,0,01-OCT-05,01-OCT-16,01-OCT-16,01-FEB-19,01-NOV-16,01-NOV-16,"N","CLAY","Kansas City, MO-KS","Y","Y","Y"
95982019,9598,2019,"MO0240800","MO0240800","","N","N",,"I","SMITHVILLE","SMITHVILLE","Smithville","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",10503,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",13,0,13,6,0,6,0,0,01-OCT-05,01-DEC-11,01-DEC-11,01-JAN-19,01-JAN-13,01-JAN-13,"N","CLAY","Kansas City, MO-KS","Y","Y","Y"
96072019,9607,2019,"MO0250100","MO0250100","","N","N",,"I","CAMERON","CAMERON","Cameron","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",9674,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,3,18,1,5,6,0,0,01-OCT-05,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","DEKALB; CLINTON","Kansas City, MO-KS; St. Joseph, MO-KS","Y","Y","Y"
96142019,9614,2019,"MO0260100","MO0260100","","N","N",,"I","JEFFERSON CITY","JEFFERSON CITY","Jefferson City","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",42793,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",81,8,89,7,27,34,0,0,01-OCT-05,01-APR-18,01-APR-18,01-FEB-19,01-APR-18,01-APR-18,"N","CALLAWAY; COLE","Jefferson City, MO","Y","Y","Y"
96252019,9625,2019,"MO0270100","MO0270100","","N","N",,"I","BOONVILLE","BOONVILLE","Boonville","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",8410,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",20,2,22,1,5,6,0,0,01-OCT-05,01-APR-19,01-APR-19,01-APR-19,01-APR-19,01-APR-19,"N","COOPER","Columbia, MO","Y","Y","Y"
96502019,9650,2019,"MO0350000","MO0350000","","N","N",,"S","DUNKLIN","DUNKLIN","Dunklin","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",8241,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,3,15,2,7,9,0,0,01-OCT-05,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,"N","DUNKLIN","Non-MSA","Y","Y","Y"
96552019,9655,2019,"MO0350500","MO0350500","","N","N",,"I","KENNETT","KENNETT","Kennett","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",10093,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",19,3,22,1,4,5,0,0,01-OCT-05,01-APR-19,01-APR-19,01-APR-19,01-APR-19,01-APR-19,"N","DUNKLIN","Non-MSA","Y","Y","Y"
96602019,9660,2019,"MO0360000","MO0360000","","N","N",,"I","FRANKLIN","FRANKLIN","Franklin","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",57745,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",124,2,126,13,11,24,0,0,01-OCT-05,01-DEC-18,01-DEC-18,01-JAN-19,01-DEC-18,01-DEC-18,"N","FRANKLIN","St. Louis, MO-IL","Y","Y","Y"
96662019,9666,2019,"MO0360700","MO0360700","","N","N",,"I","UNION","UNION","Union","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",11905,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,1,24,2,1,3,0,0,01-OCT-05,01-OCT-19,01-OCT-19,01-OCT-19,01-OCT-19,01-OCT-19,"N","FRANKLIN","St. Louis, MO-IL","Y","Y","Y"
96672019,9667,2019,"MO0360800","MO0360800","","N","N",,"I","WASHINGTON","WASHINGTON","Washington","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",14064,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",29,0,29,1,3,4,0,0,01-OCT-05,01-MAY-19,01-MAY-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","FRANKLIN","St. Louis, MO-IL","Y","Y","Y"
96702019,9670,2019,"MO0370200","MO0370200","","N","N",,"I","HERMANN","HERMANN","Hermann","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",2325,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,1,7,1,5,6,0,0,01-OCT-05,01-MAR-19,01-MAR-19,01-MAR-19,01-MAR-19,01-MAR-19,"N","GASCONADE","Non-MSA","Y","Y","Y"
96762019,9676,2019,"MO0390000","MO0390000","","N","N",,"S","GREENE","GREENE","Greene","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",89340,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",126,163,289,15,94,109,0,0,01-OCT-05,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,"N","GREENE","Springfield, MO","Y","Y","Y"
96792019,9679,2019,"MO0390300","MO0390300","","N","N",,"S","SPRINGFIELD","SPRINGFIELD","Springfield","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",169235,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",312,19,331,35,55,90,0,0,01-OCT-05,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,"N","CHRISTIAN; GREENE","Springfield, MO","Y","Y","Y"
96912019,9691,2019,"MO0420000","MO0420000","","N","N",,"I","HENRY","HENRY","Henry","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",12364,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",24,9,33,1,5,6,0,0,01-OCT-05,01-MAR-18,01-MAR-18,01-FEB-19,01-MAY-18,01-MAY-18,"N","HENRY","Non-MSA","Y","Y","Y"
97012019,9701,2019,"MO0450000","MO0450000","","N","N",,"I","HOWARD","HOWARD","Howard","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",5273,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",7,0,7,0,1,1,0,0,01-OCT-05,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOWARD","Columbia, MO","Y","Y","Y"
97102019,9710,2019,"MO0470100","MO0470100","","N","N",,"I","IRONTON","IRONTON","Ironton","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",1380,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,0,0,0,0,01-OCT-05,01-NOV-19,01-NOV-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","IRON","Non-MSA","Y","Y","Y"
97142019,9714,2019,"MO0480000","MO0480000","","N","N",,"I","JACKSON","JACKSON","Jackson","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",22892,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",90,13,103,6,26,32,0,0,01-OCT-05,01-MAR-17,01-MAR-17,01-FEB-19,01-APR-17,01-APR-17,"N","JACKSON","Kansas City, MO-KS","Y","Y","Y"
97152019,9715,2019,"MO0480100","MO0480100","","N","N",,"I","BLUE SPRINGS","BLUE SPRINGS","Blue Springs","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",55415,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",80,13,93,16,33,49,0,0,01-OCT-05,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","JACKSON","Kansas City, MO-KS","Y","Y","Y"
97172019,9717,2019,"MO0480300","MO0480300","","N","N",,"I","GRAIN VALLEY","GRAIN VALLEY","Grain Valley","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",14464,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",19,1,20,4,4,8,0,0,01-OCT-05,01-FEB-06,01-FEB-06,01-JAN-19,01-MAY-13,01-MAY-13,"N","JACKSON","Kansas City, MO-KS","Y","Y","Y"
97202019,9720,2019,"MO0480600","MO0480600","","N","N",,"I","INDEPENDENCE","INDEPENDENCE","Independence","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",116931,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",180,19,199,19,54,73,0,0,01-OCT-05,01-FEB-19,01-FEB-19,01-FEB-19,01-FEB-19,01-FEB-19,"N","JACKSON","Kansas City, MO-KS","Y","Y","Y"
97212019,9721,2019,"MO0480700","MO0480700","","N","N",,"I","LAKE LOTAWANA","LAKE LOTAWANA","Lake Lotawana","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",2126,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-OCT-05,01-APR-10,01-APR-10,01-FEB-19,01-APR-13,01-APR-13,"N","JACKSON","Kansas City, MO-KS","Y","Y","Y"
97232019,9723,2019,"MO0480900","MO0480900","","N","N",,"I","OAK GROVE","OAK GROVE","Oak Grove","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",8226,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,0,1,1,0,0,01-OCT-05,01-JUL-08,01-JUL-08,01-FEB-19,01-MAR-13,01-MAR-13,"N","LAFAYETTE; JACKSON","Kansas City, MO-KS","Y","Y","Y"
97352019,9735,2019,"MO0490300","MO0490300","","N","N",,"I","CARTHAGE","CARTHAGE","Carthage","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",14808,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",25,3,28,3,6,9,0,0,01-OCT-05,01-JAN-14,01-JAN-14,01-JAN-19,01-JAN-14,01-JAN-14,"N","JASPER","Joplin, MO","Y","Y","Y"
97392019,9739,2019,"MO0490700","MO0490700","","N","N",,"I","JOPLIN","JOPLIN","Joplin","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",50635,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",93,11,104,7,23,30,0,0,01-OCT-05,01-MAY-10,01-MAY-10,01-FEB-19,01-JAN-13,01-JAN-13,"N","NEWTON; JASPER","Joplin, MO","Y","Y","Y"
97412019,9741,2019,"MO0491500","MO0491500","","N","N",,"I","DUQUESNE","DUQUESNE","Duquesne","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",1577,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,0,1,1,0,0,01-OCT-05,01-JAN-13,01-JAN-13,01-FEB-19,01-FEB-13,01-FEB-13,"N","JASPER","Joplin, MO","Y","Y","Y"
